CaseID,Feature__INTENSITY-BASED_MeanIntensity(IBSI:Q4LE)[],Feature__INTENSITY-BASED_IntensityVariance(IBSI:ECT3)[],Feature__INTENSITY-BASED_IntensitySkewness(IBSI:KE2A)[],Feature__INTENSITY-BASED_IntensityKurtosis(IBSI:IPH6)[],Feature__INTENSITY-BASED_MedianIntensity(IBSI:Y12H)[],Feature__INTENSITY-BASED_MinimumIntensity(IBSI:1GSF)[],Feature__INTENSITY-BASED_10thIntensityPercentile(IBSI:QG58)[],Feature__INTENSITY-BASED_25thIntensityPercentile(IBSI:No)[],Feature__INTENSITY-BASED_50thIntensityPercentile(IBSI:Y12H)[],Feature__INTENSITY-BASED_75thIntensityPercentile(IBSI:No)[],Feature__INTENSITY-BASED_90thIntensityPercentile(IBSI:8DWT)[],Feature__INTENSITY-BASED_StandardDeviation(IBSI:No)[],Feature__INTENSITY-BASED_MaximumIntensity(IBSI:84IY)[],Feature__INTENSITY-BASED_IntensityInterquartileRange(IBSI:SALO)[],Feature__INTENSITY-BASED_IntensityRange(IBSI:2OJQ)[],Feature__INTENSITY-BASED_IntensityBasedMeanAbsoluteDeviation(IBSI:4FUA)[],Feature__INTENSITY-BASED_IntensityBasedRobustMeanAbsoluteDeviation(IBSI:1128)[],Feature__INTENSITY-BASED_IntensityBasedMedianAbsoluteDeviation(IBSI:N72L)[],Feature__INTENSITY-BASED_IntensityBasedCoefficientOfVariation(IBSI:7TET)[],Feature__INTENSITY-BASED_IntensityBasedQuartileCoefficientOfDispersion(IBSI:9S40)[],Feature__INTENSITY-BASED_AreaUnderCurveCIVH(IBSI:No)[],Feature__INTENSITY-BASED_IntensityBasedEnergy(IBSI:N8CA)[],Feature__INTENSITY-BASED_RootMeanSquareIntensity(IBSI:5ZWQ)[]
001,151.1796978972574,788.9423559907235,0.2247587074257388,-0.1167894515291334,150.0,79.0,115.0,132.0,150.0,170.0,187.0,28.0881177010978,242.0,38.0,163.0,22.55162022683936,15.881338489177168,22.524653979238757,0.1857929212174153,0.1258278145695364,387.11936494583904,1421302760.0,153.7668475722158
002,136.66231309673955,1238.531346766314,-0.0955802133491289,1.4569802262641636,135.0,0.0,98.0,117.0,135.0,156.0,180.0,35.19277407034453,252.0,39.0,252.0,26.180458931102702,17.127577066687245,26.13357953521888,0.2575163062360324,0.1428571428571428,541.9556273644439,221097653.0,141.1209380911193
003,153.24994585228484,2049.2734594945705,0.3506459921049822,-0.9548326477692748,149.0,75.0,98.0,115.0,149.0,182.0,225.0,45.26890168199987,243.0,67.0,168.0,38.81167267580897,30.480752506104096,38.750270738574834,0.2953926112680903,0.2255892255892256,402.89457439897336,235788522.0,159.79618069034964
004,110.11186440677947,614.2355089533669,0.6777796824958139,-0.2068742068684015,105.0,71.0,83.0,88.0,105.0,127.0,145.0,24.783775115049902,192.0,39.0,121.0,20.874652877524813,16.259842477986094,20.687005649717516,0.225078153463034,0.1813953488372093,209.45240995763663,45095558.0,112.86655036852324
005,130.16153675327664,1956.44767891746,0.1151594397200368,-0.8585789315920791,134.0,42.0,71.0,86.0,134.0,163.0,185.0,44.23174967054163,242.0,77.0,200.0,37.38540255835667,29.438340268182863,37.30481012658228,0.3398219687155634,0.3092369477911647,408.9489229402344,2127495635.0,137.47171828740576
006,155.1612748293238,625.4996345339109,0.0626992858711007,-0.0562608433888733,155.0,85.0,124.0,138.0,155.0,171.0,188.0,25.009990694398727,236.0,33.0,151.0,19.80819655010865,13.86419101088092,19.805413564787813,0.1611870663083267,0.1067961165048543,368.38545812036887,1439990964.0,157.16399346286423
007,126.34649839089288,517.240462905638,0.3105325900535754,-0.0906777038262891,126.0,71.0,96.0,109.0,126.0,142.0,155.0,22.74292116034433,234.0,33.0,163.0,18.59192353677915,13.942094348146137,18.58791248378885,0.1800043645846195,0.1314741035856573,324.321238824819,1372444951.0,128.3770934339361
008,116.22042042042072,1642.57990046675,-0.4164247492209852,-0.671928610878954,121.0,0.0,56.0,86.0,121.0,148.0,164.0,40.52875399598105,206.0,62.0,206.0,33.97998863728959,25.869358043726976,33.77194337194337,0.3487231748893232,0.2649572649572649,377.2460612397928,176570523.0,123.08438578132493
009,118.50651833425516,1001.22881323269,-0.0451316437926039,-0.6280602733436393,118.0,0.0,77.0,95.0,118.0,142.0,161.0,31.6421998797917,213.0,47.0,213.0,26.303350094362724,19.6537249264816,26.302906762483875,0.2670080964706335,0.1983122362869198,397.7162268086508,653194749.0,122.65815790618962
010,134.08503153288467,854.983374125944,0.3470095776699261,0.1195607938002103,133.0,42.0,98.0,112.0,133.0,155.0,170.0,29.240098736597044,248.0,43.0,206.0,23.840698068004198,17.654860508540676,23.829121798446952,0.218071311930339,0.1610486891385767,434.6674071710809,438996556.0,137.2362162670646
011,99.02040932255724,748.5150101482556,0.4935689795209918,-0.4357646700719626,95.0,42.0,66.0,77.0,95.0,119.0,137.0,27.35900236025165,208.0,42.0,166.0,22.88464750819508,17.459842268990716,22.68063264842406,0.2762965993316609,0.2142857142857142,259.419138456746,1300493657.0,102.73050409958545
012,141.03638218923925,571.6424054643244,0.612431345455999,0.7259324561234419,139.0,73.0,113.0,122.0,139.0,156.0,172.0,23.909044428088805,255.0,34.0,182.0,19.32533552617553,14.1275960548685,19.2482560296846,0.1695239487638602,0.1223021582733813,403.21362418832393,1102950499.0,143.0486053986319
013,112.53046874999949,820.2166497802949,0.1808738122450016,-0.9485072595001164,110.0,46.0,77.0,88.0,110.0,135.0,151.0,28.639424745973773,191.0,47.0,145.0,24.587202428169796,19.227584488550576,24.574251302083333,0.2545037363134054,0.210762331838565,257.20330810547665,828415368.0,116.11771202910865
014,148.9714528800541,947.5067155641312,0.6126305735059517,-0.8559001818122454,139.0,92.0,115.0,125.0,139.0,175.0,197.0,30.78159702751193,236.0,50.0,144.0,26.464406639928345,20.887438428164263,25.36405271351508,0.2066274875649904,0.1666666666666666,337.4261159986885,1278299907.0,152.11837656495862
015,139.21104575163346,548.9870283181734,-0.4383244102134192,-0.5971058106015557,144.0,81.0,102.0,124.0,144.0,156.0,167.0,23.430472217140085,195.0,32.0,114.0,19.23631184587345,14.049997184520585,18.934640522875817,0.1683090022823505,0.1142857142857142,249.71669730392384,609818290.0,141.16905570124672
016,97.5263096077054,745.1175248587958,0.4501274116092633,-0.6299438474764529,92.0,50.0,61.0,77.0,92.0,118.0,138.0,27.29684093185136,179.0,41.0,129.0,22.832096193980647,17.571851747462443,22.425534413906508,0.2798920726279043,0.2102564102564102,198.5068655303166,87323829.0,101.27437282233215
017,144.35212418300637,656.8111392787017,0.8737401816206469,1.4883315115962974,140.0,81.0,119.0,127.0,140.0,158.0,175.0,25.62832689191204,244.0,31.0,163.0,19.409002413603325,12.68256070153755,19.050816993464053,0.1775403516710361,0.1087719298245614,369.9897748161175,131545403.0,146.60950479223658
018,110.946450375022,855.3603803009141,0.5911559860041202,-0.5329750451675235,105.0,59.0,77.0,86.0,105.0,133.0,155.0,29.246544758328533,207.0,47.0,148.0,24.47481387953824,18.862401811392814,24.002354788069077,0.2636095581198781,0.2146118721461187,258.8342163788533,301887746.0,114.7365470594182
019,129.28518518518527,1185.7424510865485,-0.4563059838590421,1.1436597666351958,133.0,0.0,86.0,112.0,133.0,148.0,166.0,34.43461123762759,238.0,36.0,238.0,25.65903544871099,16.205465516069705,25.471929824561403,0.2663461493155941,0.1384615384615384,484.32478070174415,183658120.0,133.7923822923196
020,138.9685889175259,1984.5172156634935,-0.3311411188258117,-0.7651138232172237,148.0,13.0,79.0,99.0,148.0,175.0,190.0,44.54792044151437,241.0,76.0,228.0,38.03546056302879,29.7210873555809,37.48985180412371,0.3205610763447584,0.2773722627737226,498.22147833440897,132210447.0,145.9341835259709
021,130.65957977948838,699.1688238716794,0.5799498296787765,0.5533394660976287,128.0,50.0,101.0,114.0,128.0,143.0,169.0,26.44180069268505,220.0,29.0,170.0,20.051374271337853,13.106629477054858,19.866569586020383,0.2023716954953502,0.11284046692607,349.69633477217826,427128259.0,133.30826910594905
022,164.51259615384683,605.6013797984259,0.5781072235158489,-0.6081395195516519,159.0,114.0,137.0,144.0,159.0,184.0,200.0,24.60896949891291,242.0,40.0,128.0,20.901024140167788,16.278486457572644,20.48625,0.1495871445363332,0.1219512195121951,330.6046153846106,575535910.0,166.34300608404587
023,130.81153516295035,764.8287605935276,0.0602090564484115,-0.9154615760555824,130.0,75.0,95.0,109.0,130.0,153.0,169.0,27.65553761172485,197.0,44.0,122.0,23.31771171985503,17.828505410451545,23.30553173241853,0.2114151292336312,0.1679389312977099,251.1848131968393,83375933.0,133.70297862157486
024,148.80199638878463,527.5104147109848,-0.0821226780725134,-0.5922656862149389,149.0,77.0,118.0,132.0,149.0,166.0,179.0,22.967594883029975,224.0,34.0,147.0,19.04548818509841,14.330011787188688,19.044186284195824,0.1543500452979209,0.1140939597315436,344.0588541844025,665419141.0,150.56408782973085
025,149.6506631299723,1197.5401653427675,-0.238630369597384,0.2588218490951868,149.0,13.0,106.0,129.0,149.0,173.0,194.0,34.60549328275451,251.0,44.0,238.0,27.198635535322733,18.85055939821319,27.19708222811671,0.2312418305336841,0.1456953642384106,560.1389381631571,711560692.0,153.59967819166664
026,104.41806653491447,905.5053093051912,0.7402860868880891,0.5064234722067793,99.0,34.0,69.0,83.0,99.0,121.0,149.0,30.09161526580438,219.0,38.0,185.0,23.63598573269201,16.787455547952664,23.36898880105402,0.2881839921422274,0.1862745098039215,304.3051674181111,143404099.0,108.6675569256758
027,112.90233152084409,801.9013330601778,-0.2262339788216132,-0.4502251151990526,115.0,38.0,71.0,95.0,115.0,133.0,148.0,28.317862438047435,200.0,38.0,162.0,22.90352542628379,16.779294323502356,22.838866919316747,0.250817339700548,0.1666666666666666,288.29431846266505,986734759.0,116.3994750671268
028,140.5029371584701,548.2699367282931,1.02580193380245,0.6445484763335116,134.0,99.0,115.0,122.0,134.0,154.0,175.0,23.41516467437915,232.0,32.0,133.0,18.71530341119056,13.39804139866068,18.140642076502733,0.1666524924526646,0.1159420289855072,294.0277172984556,297036015.0,142.44067286728622
029,134.74933387989307,996.7594661477953,0.2121367115228737,-0.5996167060007513,133.0,56.0,93.0,112.0,133.0,159.0,178.0,31.571497686169327,245.0,47.0,189.0,26.099228003485937,19.64334721876868,26.06579217052675,0.2342979870632246,0.1734317343173431,400.7358545552783,186906122.0,138.39849149186125
030,128.5212732919257,1374.7983052110203,0.2803116395493258,-0.7612557053948605,129.0,69.0,79.0,96.0,129.0,155.0,179.0,37.07827268375673,232.0,59.0,163.0,31.210043642219063,24.344413319696656,31.20543478260869,0.2884991078444767,0.2350597609561753,329.3216153920777,115227803.0,133.76290963413146
031,110.84121830550376,723.7891050092398,0.1809598180385201,-0.8101495625960986,110.0,59.0,77.0,86.0,110.0,132.0,147.0,26.90332888341589,199.0,46.0,140.0,22.786663872836016,17.545301910802344,22.784322820037104,0.2427195342554261,0.2110091743119266,244.58502435063653,84145865.0,114.05947913460608
032,131.4196428571434,951.913676167572,0.2129897145811854,-1.0604562403570257,131.0,75.0,93.0,101.0,131.0,155.0,175.0,30.85309832362987,206.0,54.0,131.0,26.504106862530755,21.34159736999517,26.50147174254317,0.2347677839694633,0.2109375,270.9633122179202,185729185.0,134.99272648875035
033,157.41062801932426,1415.5746558512517,0.2591294622467348,-0.2802031185835369,154.0,46.0,120.0,127.0,154.0,185.0,210.0,37.624123323358006,255.0,58.0,209.0,31.115751992878767,23.189999306277365,31.00414078674948,0.2390189518762299,0.1858974358974359,516.4442826949537,75909286.0,161.844618289547
034,153.19259892525596,570.4312739979183,0.4898701820865043,0.0974982308955909,152.0,101.0,125.0,135.0,152.0,169.0,185.0,23.88370310479341,252.0,34.0,151.0,19.260275561432,13.854085292545072,19.22215437225208,0.155906377151069,0.1118421052631579,363.5794569797615,196826449.0,155.04323151776862
035,136.8580022075062,426.8972207328768,0.0641207733438222,-0.4187217975106292,137.0,79.0,109.0,122.0,137.0,151.0,163.0,20.66149125142899,202.0,29.0,123.0,16.794152705289243,12.251464461655344,16.79067328918322,0.150970282469137,0.1062271062271062,264.79513141557754,347125021.0,138.4088508331836
036,107.62461229702588,1141.129107790758,-0.0623840435563562,-0.3369509831927249,109.0,28.0,61.0,86.0,109.0,130.0,152.0,33.780602537414254,202.0,44.0,174.0,26.92917565384978,18.80623504241226,26.88186462324393,0.3138743249934824,0.2037037037037037,295.297991071431,278965060.0,112.80153491808494
037,119.26829088224436,4162.410781169008,-0.5099182924339858,-0.858674208880744,135.0,0.0,13.0,75.0,135.0,170.0,193.0,64.51674806721901,255.0,95.0,255.0,54.115515897205576,43.09687783539272,52.65950535252861,0.5409379776466949,0.3877551020408163,478.3656215392775,498112932.0,135.59991147172863
038,126.08436724565732,1437.9409384126943,-0.0472141032399144,-0.7710187613022441,127.0,38.0,73.0,96.0,127.0,155.0,178.0,37.92019169799507,219.0,59.0,181.0,31.03396979231236,23.168352227396152,31.023821339950373,0.3007525240945454,0.2350597609561753,359.3075501447413,104791336.0,131.66323937284292
039,141.3841672128756,577.3262339197455,0.560665746404616,-0.117198860481694,136.0,88.0,114.0,125.0,136.0,158.0,175.0,24.02761398723863,222.0,33.0,134.0,19.653780391350853,14.442344689820846,19.28555822591217,0.1699455777892114,0.1166077738515901,298.04884249146227,282402854.0,143.4113279082173
040,133.8210859728511,1244.3378540242716,0.2473458867967679,-0.6691185275836276,130.0,38.0,92.0,106.0,130.0,159.0,186.0,35.27517333797626,229.0,53.0,191.0,29.27389904383827,22.05313606447288,29.133846153846157,0.2635995148412762,0.2,402.2945602375595,211634251.0,138.39227183978653
041,161.68632778264694,976.7639234999062,0.6478466830007708,-0.121842068602322,156.0,92.0,126.0,137.0,156.0,181.0,206.0,31.253222609835078,255.0,44.0,163.0,25.439264110933063,18.288656582235152,25.15521472392638,0.1932953950927033,0.1383647798742138,413.541741071409,309430443.0,164.6791805764694
042,146.70475003462113,1047.6588460149403,-0.06901912619999,-0.2010667843086482,145.0,13.0,106.0,122.0,145.0,173.0,192.0,32.36755854269735,230.0,51.0,217.0,26.95732512925663,20.528217502625232,26.918986289987537,0.2206306103589616,0.1728813559322033,500.5944857013971,162977555.0,150.23296085991126
043,107.4568191098407,635.1150198533485,0.5284331054241166,-0.1680170420837621,104.0,53.0,77.0,90.0,104.0,124.0,145.0,25.20148844519602,196.0,34.0,143.0,20.38484164335027,14.67297371357374,20.06734041105213,0.2345266559531736,0.1588785046728972,242.3032493066815,358007055.0,110.37247389208233
044,108.66871843434352,2884.5274053020257,-0.7503601167540542,-0.5972303163311437,127.0,0.0,13.0,75.0,127.0,149.0,165.0,53.70779650387852,198.0,74.0,198.0,44.783602428561984,35.28740708601827,42.93513257575758,0.4942341943263846,0.3303571428571428,339.09326171875,93097495.0,121.21640883751938
046,119.83339078874852,1754.6886299531495,0.1083231072608264,-1.0044604514285846,118.0,38.0,61.0,86.0,118.0,155.0,179.0,41.88900368775975,226.0,69.0,188.0,35.60546665251449,28.213602829967297,35.573083287369,0.349560363868906,0.2863070539419087,354.9365918453431,934912186.0,126.94380716632838
047,121.69857549857534,913.3756959764996,-0.400832345813029,-0.5749920539389315,125.0,50.0,73.0,102.0,125.0,145.0,159.0,30.2221060810874,186.0,43.0,136.0,24.8156166264824,18.27734414727945,24.67806267806268,0.2483357422818904,0.1740890688259109,260.6891880341872,275954778.0,125.39505163426097
048,63.9585026940165,4992.141580743236,0.5731169430568086,-1.1800359565823362,34.0,0.0,0.0,0.0,34.0,133.0,167.0,70.65508885241908,251.0,133.0,251.0,63.93011591691758,54.65632441818119,61.861329048114186,1.1047020470513464,1.0,254.66570564324616,192174552.0,95.30389104125678
049,137.34118217054217,1458.6575288350443,-0.4767204808446134,-0.5425563889503566,141.0,46.0,77.0,113.0,141.0,168.0,182.0,38.19237527092344,222.0,55.0,176.0,31.404148037975,23.090462146015177,31.26812015503876,0.2780839269571628,0.195729537366548,380.3788275193587,209715381.0,142.55264939255676
050,133.3671939363981,1148.4851224769725,0.0784901544811994,-0.5683221117528428,134.0,59.0,86.0,109.0,134.0,158.0,177.0,33.88930690464136,238.0,49.0,179.0,27.98960257147485,20.7975096687396,27.982616576042183,0.2541052706020262,0.1835205992509363,375.7531744315276,229836593.0,137.60557234700124
051,160.97267513508484,860.1949828047535,-0.3987412349251795,0.3045191283564223,163.0,71.0,124.0,144.0,163.0,180.0,196.0,29.329080838047982,242.0,36.0,171.0,22.731210440531378,15.136857444598055,22.64605649824628,0.1821991267364827,0.1111111111111111,432.4014557808032,1129688069.0,163.6227280146314
052,137.75552812647896,949.5295239069432,-0.3466710354231694,0.137120062225363,138.0,0.0,96.0,119.0,138.0,160.0,177.0,30.814436939638263,222.0,41.0,222.0,24.376833446447357,17.227486173721093,24.372262198644886,0.223689294787112,0.1469534050179211,481.26760941355576,758746609.0,141.15989180114732
053,139.23317246634474,742.3748406593603,-0.0957161122152038,-0.5243941648112553,140.0,73.0,101.0,120.0,140.0,159.0,175.0,27.246556491772687,217.0,39.0,144.0,22.330668364546835,16.570374075359148,22.329032258064515,0.195690121895044,0.1397849462365591,315.49972059945964,792449248.0,141.87406794655007
054,145.90514874141834,793.4112549549961,-0.1926990369197137,-0.6313026637673995,148.0,71.0,106.0,126.0,148.0,167.0,182.0,28.167556780008383,224.0,41.0,153.0,23.321568919564577,17.358815744072295,23.26807780320366,0.1930538916753964,0.1399317406143344,351.1335776601944,192994265.0,148.59920485726204
055,142.68415029563272,579.2038819167608,-0.2204015507139952,-0.5404547781708176,144.0,86.0,106.0,127.0,144.0,160.0,173.0,24.0666549798006,211.0,33.0,125.0,19.360846677527896,13.973268817833892,19.305931718481784,0.1686708364589618,0.1149825783972125,280.59361887278607,219555560.0,144.69958751670077
056,118.23582121020392,1246.0743693815116,0.396952755731872,0.0224618948991421,117.0,38.0,73.0,92.0,117.0,141.0,163.0,35.29977860244327,255.0,49.0,217.0,28.41382063725204,20.35507910738436,28.40568557171973,0.2985540104608911,0.2103004291845493,404.0399475762512,866590710.0,123.3928028153706
057,112.12102842809342,5331.870176534321,-0.2834562020143926,-1.4151905420138078,132.0,0.0,13.0,28.0,132.0,175.0,199.0,73.01965609706966,239.0,147.0,239.0,65.42194263767156,57.1787133630475,63.96592809364549,0.6512574592008791,0.7241379310344828,421.6869676265301,85647929.0,133.80207469358498
058,149.02816956057836,1094.4422368376872,0.2156358125549353,-0.5629091604118082,149.0,66.0,105.0,121.0,149.0,173.0,192.0,33.08235537016201,251.0,52.0,185.0,27.42252018413686,20.68865408472217,27.422446406052963,0.2219872623256933,0.1768707482993197,433.5479890144669,1201196307.0,152.65594505100057
059,140.6506520905254,616.3824631344185,0.3983608615552344,0.2199039093490298,140.0,83.0,112.0,121.0,140.0,157.0,171.0,24.82705103580404,234.0,36.0,151.0,20.04936191678921,14.41417133313261,20.035385500575373,0.1765157193855374,0.1294964028776978,334.1538376246364,212720651.0,142.8250272068046
060,115.56638509854872,910.3716488991328,-0.2449687295310786,-0.8796516279014557,120.0,46.0,73.0,90.0,120.0,139.0,153.0,30.172365649698943,196.0,49.0,150.0,25.58150691225612,20.00683027278203,25.32835174355642,0.261082542505501,0.2139737991266375,273.00245695256865,131731884.0,119.4401984829447
062,97.6857094708459,362.856226518896,0.5807422300752398,-0.3502452978620947,93.0,64.0,77.0,83.0,93.0,110.0,125.0,19.048785434218527,156.0,27.0,92.0,15.675973229398116,11.45956724719274,15.385743174924166,0.1950007379523982,0.1398963730569948,141.7846414728718,58778371.0,99.52564524453696
063,151.12309008678685,962.1128282951388,0.1237660989499209,-0.9434215927994276,151.0,86.0,109.0,124.0,151.0,175.0,193.0,31.017943650331475,231.0,51.0,145.0,26.17544783176016,20.757612137638088,26.17516196064051,0.2052495328974448,0.1705685618729097,344.52537701683804,194710264.0,154.2734623507041
064,150.08809028808946,1599.6449279538554,0.0617238748866463,-0.8732657354841256,152.0,59.0,96.0,117.0,152.0,180.0,203.0,39.99556135315337,242.0,63.0,183.0,33.810784478605264,26.36639917653496,33.77897237897238,0.2664805800139313,0.2121212121212121,427.3949509950042,406162553.0,155.325721547591
065,130.98446637426898,694.9791081216744,0.2079814122898053,-0.7965116159528227,130.0,79.0,96.0,109.0,130.0,150.0,167.0,26.362456412892836,209.0,41.0,130.0,22.515043223769684,18.032896810239723,22.507127192982452,0.2012639906289801,0.1583011583011583,267.8595863029985,97685649.0,133.6110382396368
066,147.3272292003473,912.9417022965704,-0.0113241675601785,0.8172882379597426,146.0,46.0,112.0,131.0,146.0,165.0,186.0,30.214925157884647,249.0,34.0,203.0,22.823536388887,14.85307282668168,22.806460639223975,0.2050871744611173,0.1148648648648648,470.42612227567264,727493527.0,150.39366398272398
067,146.96324120199276,420.82899589023,0.8226003778372262,0.7232103834318351,142.0,96.0,125.0,132.0,142.0,160.0,174.0,20.5141169902638,236.0,28.0,140.0,16.378388929100133,11.467423284657484,16.053953077293908,0.1395867212949413,0.0958904109589041,323.64876265467865,548097527.0,148.38808328327883
068,106.97199490816514,723.14069598397,0.424676317400463,-0.7580655590718246,101.0,50.0,77.0,86.0,101.0,129.0,145.0,26.89127546220093,183.0,43.0,133.0,23.08249951775321,17.914550669917595,22.699763593380613,0.2513861266706949,0.2,224.27499886342733,133803300.0,110.30026468969363
069,145.61473063973068,935.464109607571,0.3256037319505784,-1.128769330956623,139.0,90.0,110.0,118.0,139.0,173.0,189.0,30.5853577649105,220.0,55.0,130.0,26.963338987518387,21.895121894726223,26.627525252525253,0.2100430198959922,0.1890034364261168,297.62223800504694,263012673.0,148.7921835611296
070,153.55456965394848,801.9659662522463,-0.1860621962742439,-0.8222759364171921,157.0,86.0,114.0,129.0,157.0,175.0,190.0,28.319003623931515,233.0,46.0,147.0,23.641037642629296,18.375730040168303,23.45430346051464,0.184423060074027,0.1513157894736842,354.93291440219826,219818842.0,156.14407394410324
071,118.39554637281915,813.8142730944937,0.0019085316506778,0.1396718401408523,120.0,42.0,81.0,99.0,120.0,137.0,151.0,28.52743018735641,216.0,38.0,174.0,22.484925402917813,15.428269175762791,22.45075757575757,0.2409501967035614,0.1610169491525423,324.53892260674894,258420914.0,121.78390564443583
072,124.96006435321048,1062.6250547042066,0.4654734600406678,-0.0834153752819966,121.0,46.0,85.0,102.0,121.0,147.0,170.0,32.59793022116905,247.0,45.0,201.0,26.29212656908397,19.06845158334701,26.111783154121863,0.2608667848395801,0.180722891566265,395.5616036244039,818938969.0,129.14194801791746
073,150.27248062015278,490.8814713659453,0.1260535539922168,-0.0085048222353885,149.0,92.0,122.0,135.0,149.0,165.0,178.0,22.155845083542747,227.0,30.0,135.0,17.72516163015728,12.537670181217866,17.702228682170542,0.1474378075886468,0.1,319.0787381904089,952441052.0,151.89700425979697
074,153.18551703877802,954.9804189159842,-0.1475350936272848,-0.78894095676088,154.0,73.0,112.0,131.0,154.0,179.0,192.0,30.902757464601507,226.0,48.0,153.0,26.043340695471574,19.81759228925015,26.039512338425386,0.201734198258303,0.1548387096774193,368.4403298509077,166256691.0,156.2715042781431
075,148.96230636833033,558.956410515433,-0.1334537873231372,-0.6635709326251971,150.0,83.0,115.0,131.0,150.0,167.0,178.0,23.6422589977234,209.0,36.0,126.0,19.70186846229489,14.93052118844154,19.673838209982787,0.1587130299880332,0.1208053691275167,295.16713102412285,132170093.0,150.82680507485324
076,124.30246913580216,664.2186223285477,0.3984150491702722,-0.2668323014417866,120.0,66.0,93.0,105.0,120.0,143.0,159.0,25.77243920021052,218.0,38.0,152.0,21.18212780806085,15.760714892605405,20.98708973200843,0.2073365024797196,0.1532258064516129,297.58357563612066,856303774.0,126.94613997907013
077,113.90837376080836,611.9087288074364,0.0578990179453061,-0.2555849129662544,113.0,42.0,83.0,96.0,113.0,131.0,146.0,24.736788975278024,201.0,35.0,159.0,20.05129977250073,14.502993256052989,20.04415584415585,0.2171639200751107,0.1541850220264317,285.46339370460544,2254563216.0,116.56340052366264
078,147.60337288711617,896.0205012777857,1.4643951856344064,1.8859335504621664,139.0,81.0,120.0,128.0,139.0,156.0,193.0,29.933601542042776,255.0,28.0,174.0,21.97135097581724,13.026758024831857,20.593129075121286,0.2027975442331886,0.0985915492957746,403.9455210844352,2936149281.0,150.6080216619657
079,138.6590899907051,642.398893308575,-0.1494326262904631,-0.6132164768828292,141.0,77.0,102.0,120.0,141.0,157.0,171.0,25.345589227882925,210.0,37.0,133.0,20.902779821151597,15.579714320043626,20.845658059562776,0.182790679136737,0.1335740072202166,290.1581716344469,983383523.0,140.95652567497268
080,96.98651218062996,2906.4216243769893,-0.0283783502166972,-0.670620717378982,96.0,0.0,13.0,61.0,96.0,135.0,170.0,53.91123838660163,239.0,74.0,239.0,43.808816825056645,34.255826789865466,43.788770053475936,0.5558632553586016,0.3775510204081632,365.6521158273726,207224511.0,110.96308020842096
081,141.62855813953462,659.2736588512797,0.5181631801849987,-0.5461331959908624,136.0,81.0,112.0,122.0,136.0,160.0,180.0,25.676324870418657,223.0,38.0,142.0,21.303896696585944,16.109933964767176,20.738790697674418,0.1812934143205916,0.1347517730496454,316.3415319767385,445435326.0,143.9372159642352
082,110.12042771999523,523.4424330062513,0.4990851685272988,-0.0375357217483967,106.0,56.0,83.0,93.0,106.0,125.0,141.0,22.878864329469053,194.0,32.0,138.0,18.5269986688008,13.353331387656546,18.37343695220288,0.2077622181748463,0.146788990825688,239.54200051859175,432982524.0,112.47200111245895
